infra,session_id,sentence,type,similarity,label
cdp-seattle-21723dcf,f5039f432230,"So, if there is no objection, the public comment period will be extended to 30 minutes.",open,0.68090487,False
cdp-seattle-21723dcf,a9ebc51f4263,The first two speakers and the public comment period is now open.,open,0.79463166,True
cdp-seattle-21723dcf,a9ebc51f4263,I want to just ask that we I'm going to try to make sure I have the right link here for public comment.,open,0.5288936,False
cdp-seattle-21723dcf,a9ebc51f4263,I see 28 people signed up for public comment.,open,0.51731986,False
cdp-seattle-21723dcf,a9c3a826a802,"The public comment period is now open and we will go to the public comment and before I do, I just wanted to welcome Councilmember Lewis, I really appreciate you joining us this good morning.",open,0.60640967,True
cdp-seattle-21723dcf,a9c3a826a802,"Let's go ahead and start with public comment, as always we like to have public comment at the beginning of our meeting and to make sure that folks have the chance to dial in remotely, we have continued to make these remote public comment periods possible.",open,0.5936836,True
cdp-seattle-21723dcf,a9c3a826a802,We are going to go ahead and close out public comment and go and move on to items on our agenda.,open,0.5873066,False
cdp-seattle-21723dcf,de9d821a3aba,Are there any comments or questions?,open,0.36687008,False
cdp-seattle-21723dcf,de9d821a3aba,"If there's no objection, the minutes of December 14th, 2020, will be adopted.",open,0.35051042,False
cdp-seattle-21723dcf,de9d821a3aba,"Good morning, everyone, the January 4th, 2021, Council briefing meeting will come to order.",open,0.33356655,False
cdp-seattle-21723dcf,fe7c8aa0dd58,I'm going to save my comments until my report at the end of the next section.,open,0.38272303,False
cdp-seattle-21723dcf,fe7c8aa0dd58,Also wanted to make some comments related to last week's events.,open,0.37317628,False
cdp-seattle-21723dcf,fe7c8aa0dd58,"So hoping that we will be able to conclude executive session no later than 11.30 a.m. or noon today in order to give our staff enough time to reboot, reset, and get ready for a full Council meeting.",open,0.3684906,False
cdp-seattle-21723dcf,79e99b4d52d7,So I'm very curious about the ways that we can work with other commissions and the city to address that as well.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,Yes.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,"Enjoy Beacon Hill and look forward to working with you, Calandra, and really excited to make sure that this work keeps moving forward.",random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,"I live in Capitol Hill off 10th and Union, so Councilmember Sawant is my Councilmember, I think, 3rd District.",random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,There's also a whole host of other reasons why someone might prefer identity first language.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,And that will not be something I think I will be able to say for myself in my current position.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,I live in the Northeast Seattle District 4 region.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,"Four in favor, none opposed.",random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,Yep.,random,0.0,False
cdp-seattle-21723dcf,79e99b4d52d7,"And finally, to introduce the host of the next 25 minutes or so, Mr. Matthew Richter, the Cultural Space Liaison for the City of Seattle, the only Cultural Space Liaison in a local arts agency in the United States and the progenitor of our Cultural Space Program, out of which the Cultural Space Agency was born.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,Therefore I appreciate the great job our program does to help the students gain the financial knowledge.,random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,And the next speaker is Lily Osorio followed by Rebecca Kate.,random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"I'm the executive director of VISTA Pope, located in San Francisco.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"Good evening, Alice.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"Janice, if you can hit star six one more time.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"I don't think anybody will be surprised to hear that what folks really want to talk about is expanding EDI, opportunities for tenants to buy their homes, more opportunity for home ownership, and infrastructure.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"Robin Thompson will be followed by Shirley Henderson, Mary Hackney, and Vendrana Dorabok.",random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,Hi.,random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,Please say no to Mayor Durkan's insufficient housing budget and her insulting attempts to raid JumpStart funds while funneling millions of additional dollars to SPD's already floated budget.,random,0.0,False
cdp-seattle-21723dcf,c680bc60dca9,"My name is Cesar Garcia, and I'm with Lake City Collective, a community-based organization in District 5.",random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,"If we know that's typically that donations would be made with the donor or granting agency, stipulating conditions.",random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f," Okay, so mr.",random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,Thank you so much director.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f, And she responds to to how our emergency shelter capacity is activated and how that process is monitored.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,RFQ process.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f, good of the order.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,That's going to come from things like the JumpStart.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f, We are accepting contributions in such a way that it would limit our ability to meet our values as a council things that we've stated as a city are important and and acknowledging the dignity and Humanity of the people who are experiencing homelessness.,random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,"And, and I look forward to working with the CBO on putting that together to accommodate some of their concerns around administrability.",random,0.0,False
cdp-seattle-21723dcf,1ca25fd1350f,"For example, if it's, you know, if the fun as created here, when I would actually be as I noted this in the name of those distributed, to council members very late yesterday, because of last minute information, but there are existing donation funds, that have very, very specific purposes.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,"All right, thank you so much.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,"Hearing none, we'll go ahead and go down the line.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,"So, so far this year they have hired their first division director.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,"Neighbors there are really frustrated, understandably scared, and really looking to us as a city to figure out how we're going to keep that neighborhood safe and really start to address some of the issues that are happening there.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,"And the resolution itself, the changes it makes to the mayor's emergency or order on hiring incentives limits the duration of the order through the end of 2021 and limits expenditures pursuant to the order to $500,000 which is the amount the mayor's office estimates would be needed in 2021.",random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,That's the federal body tasked with naming geographic places.,random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,Ruling classes have used violence of the right-wing to suppress working-class movements many times over.,random,0.0,False
cdp-seattle-21723dcf,72d669a798e7,You can visit Seattle.gov's Seattle slash park district projects.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,I was inspired and encouraged by spending that time with him.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,Second.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,Go ahead Jean.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,OK.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,That was the last speaker signed up so we will go ahead and move on to the that'll close the public comment period and move on to the first legislative item which is which is item two on our agenda.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,Morales?,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,They press star six.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,"Council members, if there's because we had no public hearing speakers on this, if there's.",random,0.0,False
cdp-seattle-21723dcf,6975777e9223,They do coordinate all the all the construction work with SPU.,random,0.0,False
cdp-seattle-21723dcf,6975777e9223,"Being in Washington DC we took a chance and reached out to Representative Lewis's staff to see if he could simply stop by our booth to do a meet-and-greet as our booth was normally very popular during this particular annual convention, but being in Washington DC we made every attempt to just take it over the top.",random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,"Unfortunately, over the summer, that proposal was challenged to the hearing examiner, delaying its consideration.",random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,"As the Summary and Fiscal Note indicates, in early 2021 the outlook for the RSA was strong and no surcharge was expected to come back on within the next year.",random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Juarez?,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Sawant?,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,The Habitat Plan mentions the stewardship position and the interest of YR9 in funding it.,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Council President Pro Tem Herbold.,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Thank you.,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,"Secondly, I live in pioneer square, and there are crack heads and crack pushers and meth heads who reclaim the front entrance to my apartment, pioneer square at 600 first ave and across the street at the most nuisance 7-11.",random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Council President Pro Tem Herbold?,random,0.0,False
cdp-seattle-21723dcf,6d911f4e851c,Council President Protem?,random,0.0,False
cdp-seattle-21723dcf,669c54584054,"The reality is in that in the past years, most of the important victories that people's budget won were won after the balancing package was released.",random,0.0,False
cdp-seattle-21723dcf,669c54584054,It's not necessarily a conclusion that central staff made.,random,0.0,False
cdp-seattle-21723dcf,669c54584054,"Last week, the city reached an additional tentative agreement with Protech 17, who represents our central staff analysts.",random,0.0,False
cdp-seattle-21723dcf,669c54584054,"Last week and this week, I continue to hold operational coordination meetings with government entities and non-governmental entities to make meaningful interventions and impacts in specific places in District 6 regarding homelessness.",random,0.0,False
cdp-seattle-21723dcf,669c54584054,"So I just wanted to sort of give Seattle, collectively, a shout out, and specifically, under the leadership of our Budget Chair, Councilmember Mosqueda.",random,0.0,False
cdp-seattle-21723dcf,669c54584054,Thanks so much.,random,0.0,False
cdp-seattle-21723dcf,669c54584054,"Staff will be meeting with the Finney Neighborhood Association this week and I will be meeting with the Ballard Alliance, Fremont Chamber, North Seattle Industrial Association, and the Port.",random,0.0,False
cdp-seattle-21723dcf,669c54584054,Lewis?,random,0.0,False
cdp-seattle-21723dcf,669c54584054,Want to let folks know that lottery applications are now open for fresh books.,random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"I'm excited to see the CCAP modifications in particular, and the whole body of work. You",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"And so in our case, what we initially anticipated being about an $800,000 renovation of a building, which could really be done through normal tenant improvements of adding toilets and adding sinks and classroom walls for classroom dividers, has turned into an over $2 million project.",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"I think we'd like to see what we can do to make the application process easier, but the main thing is there's just an expectation and a role that the city will be there because of representing both what's happening within our jurisdiction and as a funder and what we're learning and what we can help to do to kind of build a larger network. I",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,Welcome.,random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"I would love to team up with Ken and Dwayne's folks, and just talk about this pre-development service program, and see how we can help out, and making certain that we provide a strong program where people can, we can divert people too, so they can get the necessary information, and also be referred to. Some",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"Concluded their research in early 2021, at which point DEEL developed an internal work group and started going through all of the reports and all of the recommendations and starting to prioritize them and workshopping them internally. Then,",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,"The ratios for infant care are smaller than for an older child, so where a teacher in a preschool room, it would be one teacher to 10.",random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,Not,random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,And this is why lots of challenges to opening up a family child care center or a child care center within the city limits.,random,0.0,False
cdp-seattle-21723dcf,a2161ab2ea79,It goes a long way towards being able to craft good policy and to make tough budget investments.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,"Again, that's distinct, for instance, from the second item, that's actually two years of funding.",random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,I want to just take a quick second to note the importance of these evaluations and report backs.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,"And we're, as Julie's described, the timeframe here aren't the same for all the elements.",random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,This includes one year ramp down funding for COVID mitigation in shelters at about $3.7 million.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,"Thank you, Emily.",random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,This one's different as we're still in it and we're still making changes as we go along in terms of what it is that we need to do to help people.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,"Generally, I just want to give you a preview of these are the, of course, current funding levels.",random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,The purpose of this slide was to show the funding that we received in this year that's in our current authority that we plan on attending or carrying forward through a request to Council into fiscal year 22.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,I used an acronym.,random,0.0,False
cdp-seattle-21723dcf,03e2809fffe1,"Yeah, let me.",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"Agenda item three, Office of Economic Development for briefing and discussion.",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,And so I'm really interested in understanding the plan for committing some ongoing funding for restorative justice and education.,random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,I was.,random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"Yes, and Councilmember Herbert, I want to say this, that the creative industry strategy work, it builds off our post research that was done with the community, and the community website is under construction.",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,That's 2.75 million.,random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"Really, since the beginning of COVID and the pandemic hitting our Seattle region first in the country, you have all acted with urgency.",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,I do have a couple of questions that I'll go ahead and put out with the permission of the chair.,random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"OK, so I want to and I'm sure Alberto will have even more specifics he can share.",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"Madam Clerk, will you please call the roll?",random,0.0,False
cdp-seattle-21723dcf,fd7f4922bcc3,"It will also allow students in the 2019 and 2020 cohorts who lost eligibility, it'll allow them to have up to three additional quarters of Promise support.",random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Council Member Peterson.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Okay.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Will the clerk please call the roll?,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Chair Morales.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Here.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,"I'm Tammy Morales, chair of the committee.",random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Terrific.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,Present.,random,0.0,False
cdp-seattle-21723dcf,e67588012aa2,"We have a lot of important issues to discuss, particularly when it comes to reimagining community safety in a way that doesn't center police, but I think it's important that we give our Black neighbors the time and space to process this verdict, whatever it is, and so I am adjourning this meeting with plans to reschedule for by the end of next week at the latest, and we will be in touch as soon as possible with a new date.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"Agenda item one, council bill 119992, an ordinance relating to Seattle construction codes, adopting the Seattle boiler codes, Seattle building code, electrical code, existing building code, fuel gas code, mechanical code, plumbing code, and residential code.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"Central staff, introduce yourself, and then we'll have SDCI take it away.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,I urge you to pass a Seattle Energy Code update to increase energy efficiency and reduce climate pollution from commercial and large multifamily buildings and also urge you to pass amendments being introduced to increase its impact and ensure it makes a difference sooner.,random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,Wonderful.,random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"So it's really about a practical date for implementation, recognizing that technology is in front of us, but also building in enough time to incorporate any potential changes from the state legislature and frankly, to also give us the time for sufficient stakeholder engagement on rulemaking.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,And then I see Vice Chair Mosqueda will have a comment afterwards.,random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"Thank you, Chair.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"Listed for public comment today, I see Anne-Marie Dooley.",random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,We need at this point to adopt the Seattle commercial energy code.,random,0.0,False
cdp-seattle-21723dcf,19555e51df3c,"Now we can move to our final item, Council Bill 119987, which implements the contract rezone extension we just approved.",random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,I knew that that was where i was having the trouble i wish that i had had that opportunity to know him after reading the articles and hearing friends share their stories of him uh there are forces like this few in our lifetime and i just want to thank teresa for and ken wow richard kelly for your service to our our city our state and our nation thank you colleagues any other comments or questions at this time council member mosqueda seeing please thank you mr president pro tem um mr president would this be an appropriate time for me for at the good of the order just to um flag again for council colleagues the amendment that i would like to be bringing forward next week uh just recognizing that this is not an opportunity for vote today but to flesh out a little bit more of the comments that were offered in public comment would that be an appropriate time for me to do it sure okay thank you mr president colleagues i wanted to thank you for the opportunity again as i discussed this morning to have you review amendment number one which is discussed on page five of the central staff memo that accompanied the conversation we just had on 314459 which is the petition for grand street commons um thank you to all of the members of the community who have spoken today and all the letters and calls we've received the amendment would remove the requirement that grand street partners pay the appraised value of the alley space adopting the amendment would reduce the mhba and the city's cost to develop the affordable housing project by at least four hundred thousand dollars as we talked about this morning this is an exciting opportunity to bring forward and the amendment to waive the vacation fee so that those dollars can go directly into supporting the affordable housing on site the amendment is a precursor to legislation that my office has been working on which with list lish witson and i want to thank aaron house again for my office who've been having conversations about how to create an exemption for all city funded affordable housing projects this is a great example of where we can remove an internal barrier to affordable housing and allow for us to save precious affordable housing money to be in directly invested into more homes this amendment and the legislation to come later this year align with our earlier values expressed as a council in 2018 when we passed the city surplus ordinance act to try to make sure that a surplus properties that the city had remained in city hands so that we could build affordable housing on site and if departments were not interested in that surplus land for things like affordable housing then it would be offered to community partners non-profit developers to build things like affordable housing coupled with other public service amenities this is a great opportunity as a city for us to be looking at ways to improve the code reduce fees so that we can continue to encourage and incentivize the creation of more affordable housing i think as one caller noted today there's not a lack of interest there is a lack of funding and anything that we can do to reduce the fees coming back to the city to streamline both the permitting and the application and and cost of building affordable housing we want to do especially in the wake of covid i think the exciting opportunity that will present itself in the upcoming week will be able to pass will be to pass this amendment in addition to the underlying bill which we received a briefing on this morning as well and in council briefing as you can see from the presentation affordable housing coupled with public space for community cohesion engagement and opportunities for the city as a whole including space for arts and activation of our streetscape this is a great opportunity for us as a city and with the amendment that i'm hoping to bring forward next week with your support colleagues i hope we can also make it a more affordable opportunity for locations like these and later this year with broader legislation to apply this same concept to other street vacation opportunities thank you mr chair and i will look forward to sharing um more comments next week and council colleagues again if you have any questions about amendment number one please feel free to reach out to my office or anyone on central staff lish wisden and aaron house are your contacts,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,The items of business on today's agenda our next regularly scheduled city council meeting is on november 15th 2021 at 2 p.m i hope that you all have a wonderful afternoon we are adjourned,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Good afternoon good afternoon my name is susan davis and i'm here to talk about the grand street commons of vacation of the alley in block 14.,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,So the for the public hearing on clerk file three one four four five nine will the clerk please read the title of clerk file three one four five four five nine yes agenda item one clerk file three one four four five nine a public hearing for the petition of grand street commons llc for the vacation of the alley in block 14 joss c kinnears addition to the city of seattle being the block bounded by south grand street 20 22nd avenue south south holgate street and 23rd avenue south,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Um you know living where i live i've had the opportunity to see mount baker housing in action um especially as they've expanded and the construction that's underway currently along mlk and mcclellan um the recent and ongoing construction has been well done and it appears to be well managed um we're in a housing crisis right now and building more affordable housing near amenities like we have in our neighborhood light rail parks access to jobs and shopping it's essential and i'm looking forward to sharing these facilities in my neighborhood with more neighbors um i'm urging you today to do whatever you can to encourage this type of affordable housing development near opportunities near transit near parks um please approve the alley vacation and council member mosquitos amendment to waive the fee for for the vacation um i wholeheartedly support mount baker housing grand street commons project and your approval on this uh next week will help the project to move forward more quickly and with a larger number of affordable units,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Uh up next we have allison van gorp followed by susan davis and then melissa weschler allison good afternoon good afternoon uh thanks for this opportunity to speak my name is allison van gorp and i'm a resident of the mount baker neighborhood um i live near the current mount baker housing development along mcclellan and i'm calling today to speak in support of the alley vacation and council member mosquitos amendment,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Up next we have susan davis followed by melissa wechsler and then monia barrientos susan,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Thank you thank you allison,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Maria barrientos david tan and the only one not present currently is jim wilson,random,0.0,False
cdp-seattle-21723dcf,80858d2f932a,Thank you councilmember mosqueda any other items for good of good of the order and other business i will make the request here to be excused from the november 29th council briefing and full council meeting are there any objections hearing no objections thank you colleagues if there's no other if there are no other items for the good of the order colleagues this does conclude,random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,I'll vote yes for Councilmember Herbold.,random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"To be very clear, our movement fully supports an expansion of progressive taxation statewide.",random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"Otherwise, it is abundantly clear whose side you are on.",random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"Don't be complicit, pass this resolution.",random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"You, Council President. Thank",random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,Morales.,random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,So I ask you to watch that movie and I ask you to do the right thing and redundantly pass Shama's resolution.,random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"Thank you, Madam Clerk.",random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,Please begin by stating your name and the item that you are addressing.,random,0.0,False
cdp-seattle-21723dcf,5209ff58fc05,"Thank you, and we look forward to working with all of you in the coming year.",random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,Councilmember Morales.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,"So how can we be surprised in police if they have no accountability for the beating, gassing, abusing, falsely arresting hundreds of middle class white people last summer, then come to believe they can kill those who have so much less power, and voice [inaudible]. those who are homeless, and/or in severe mental health crisis.",random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,That's where we're going to meet the need of that community there.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,I think in 2020 they were not quite 114.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,A lot of deployment of individual radios and Equipments and just would love to have a little bit of a greater understanding of how that is being rolled out.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,Probably about the first of May hopefully we're wrapped up with that.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,That's why the Asterisk is there on the slide.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,More complicated than the bill is the background.,random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,"So trying to turn the testing world a little bet faster, is really going to be important for us in the coming years, just to make sure that we continue to refresh that list, and have promote names to continue the hiring process.",random,0.0,False
cdp-seattle-21723dcf,2ed157aaefab,That's correct.,random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,"House Bill 5051 which is Senator Peterson's oversight and accountability of peace officers had a hearing in the House Public Safety Committee on Thursday at 130, and is moving on to executive session this Thursday.",random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,So anybody who's eligible to receive vaccine can join a notification list for available appointments and the city's community vaccination sites in West Seattle and Rainier Beach also.,random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,That's the same letter I circulated via email.,random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,"So looking forward to moving forward with these investments, the Human Services Department on March 1st initiated an RFP to ask community safety organizations to apply for these funds, and they are making technical assistance available to get folks ready to submit their applications.",random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,"So as the pandemic has stretched on, so have the worries for many tenants that once this moratorium is over and the civil emergency is behind us, they will be facing a mountain of debt and life without a home.",random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,So a lot of our safety net priorities continue to move forward.,random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,Any questions or comments on the education section?,random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,"Together, we can make progress on this critical crisis of homelessness and make sure those who are most vulnerable are given shelter.",random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,"I am looking forward to hearing more from central staff about the rate design change for... I'm sorry, the rates proposed from Seattle City Light.",random,0.0,False
cdp-seattle-21723dcf,4064eda8412c,The community is requesting our assistance and support in requesting amendments to the Key County Strategic Action Plan.,random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,None opposed.,random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"Both the revised Code of Washington and the Seattle Municipal Code provide that after hearing appeals, the City Council may accept the assessment role as prepared, correct, revise, raise, lower, change, or modify the role or any part thereof, or set aside the role in order the assessment to be made de novo or anew.",random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,I'm sorry.,random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,So now I lost where I was at.,random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"There's no objection, the agenda will be adopted.",random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,Council Member Mosqueda?,random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"And with that, I'll end my presentation and accept any questions, return the meeting back over to the chair.",random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"Right, and so this is, and on the list here, and the clerk files, those are all linked as well to today's hearing, correct?",random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"The appeals that were filed of the hearing examiner's recommendations, some 71 of them, those are before you all, and they present the complaint or argument or objection to the hearing examiner's decision for each one of those things to the council.",random,0.0,False
cdp-seattle-21723dcf,3b729b651d17,"And I'm going to let Eric explain to you why this is a different kind of hearing for quasi-judicial, why we did take public comment, because these are the appeals, so they've had their day in court, so to speak, and then we are looking at what the hearing examiner decided from the last two years, and Eric, can we add to that about exactly what we're doing here today?",random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,"Again, colleagues, we have a large panel here virtually with us today.",random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,"There's a range of topics to be covered, but look forward to hearing from you all.",random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,And then switch to talk more about community safety.,random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,Please do know that we are interested in collecting all of those questions.,random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,"If you're unsure, send them to myself or Patty and we will help get them to the right place.",random,0.0,False
cdp-seattle-21723dcf,a1d5b6c025e4,That sounds great.,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,Strauss?,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,All right.,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,I couldn't hear anything.,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,"Agenda item 3, Council Bill 120087, an ordinance relating to appropriations for the Seattle Office for Civil Rights, amending ordinance 126237, and passing.",random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,Are there any additional comments on this bill?,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,We can hear you.,random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,"On the topic of gun violence, the tragic shooting incident at Orville Park yesterday in Ravenna is now being used as a pretext to sweep everyone in that camp by Thursday morning.",random,0.0,False
cdp-seattle-21723dcf,9b6de70aa7c9,"When they arrived to the county jail, they realized they could not bend or raise their left arm.",random,0.0,False
cdp-seattle-21723dcf,7b04af85d970,"The grants have not yet been received, and to the extent that the Council is interested in influencing those prospective grants and whether or not they're pursued, we'll be losing that opportunity if we, the longer, we could be losing that opportunity for some of those the longer we wait.",random,0.0,False
cdp-seattle-21723dcf,7b04af85d970,So it doesn't have an impact on the projects or the selected amounts or award.,random,0.0,False
