text,topic
It's unfortunate the rental survey firm Dupre and Scott closed but you know even that firm had gaps in information and it shows that we can't rely on a private survey firm we're a big growing city we should have our own data. So while crafting the original rental housing registration inspection ordinance was challenging at the time several years ago it has been in place for several years. Landlords are already submitting a list of their units.,housing
"I want to thank the landlords of over 30,000 properties already registered with RRIO. Those properties contain about 150,000 units. They are already complying by providing this list of units and they already produce their own list of rental units for their own bookkeeping which include rents type number of bedrooms, number of bathrooms in some cases square footage and the vacancy status.",housing
So in other words RRIO as a vehicle can be an efficient way to have landlords submit their rental rate and occupancy data. We have however received a lot of feedback and concerns about this new bill. I'm open to reasonable amendments as long as there is an undue delay but it was really helpful to have this bill aired today to get that input.,housing
I'm interested in getting complete and accurate housing details before the city council makes major decisions during our comprehensive planning process next year. While we don't yet know which research university the city department would choose to receive and assess this data my office has conferred with the University of Washington's Center for Real Estate Research. They've offered to assemble a brief working group with housing providers to discuss the practical mechanics of posed data collection.,housing
"Its relationship to Rio would be that they would have to submit a certification to the Seattle Department of Construction and Inspections under the Rio program that they had submitted that data to a research university. The idea would be for a department, either the Office of Planning and Community Development or the Seattle Department of Construction and Inspections maybe even the Office of Housing to hold a contract with that research university that would detail all of the scope of information that the city is requesting for analysis using the data that the property owners would submit to the university. As the bill is currently drafted, the intent is for a property owner to submit information about February of every year to the university by March 31st of that year.",housing
"The number of bedrooms and bathrooms. Information that reflects the net monthly residential rent and if utilities are included in rent, what that amount is. And the length of a rental agreement.",housing
"We need to know that for many reasons. Because the SDCI Rental Registration and Inspection Ordinance Annual Report that council received on August 5th but was about reporting on 2020 notes that by the end of the year, total registrations into the program decreased by 14.4% from 2019. That's over the course of a year.",housing
But the total number of units stayed relatively stable with only a 0.65% decrease. The difference between units and actual renewals of properties indicates that the apartments or the units that were already built stayed in the system and were counted. They did not decrease.,housing
"But the fact that the actual properties that we're talking about, the renewals in the program indicates to me that it's the small mom-and-pop landlords that are basically not taking their properties off the market. I looked at the 2018 University of Washington study. It was the Seattle Rental Housing Study Final Report published in June of 2018.",housing
It surveys landlords and one line caught my attention which is basically that it notes landlords' frustration with the first-in-time and other laws that council had passed. It basically says about 40% of landlords have sold or planned to sell property in response to city ordinances governing the housing market. That was so in three years since then and there have been more recent regulations.,housing
"I think that we do need to document this. My interest is in making sure that we aren't driving small landlords out of the market because when they take their properties off the market or they sell their property there, it's redeveloped for market rate rent oftentimes or just for owner occupancy. I understand that your timeline is based around upcoming zoning decisions that are going to be made.",housing
"When I was reading this report, it mentioned I know that Dupree and Scott closing their office has been a big detriment to us getting this information. We're all on the same page about that. It mentions the Runstat Center.",housing
"The reality is that property values are skyrocketing. Are landlords selling because they do not want to comply with the first-in-time law, or are they selling because property values have gone through the roof and they can cash in on their property like never before? It's totally their right, and if they're selling their property, it's not appropriate.",housing
"I have no doubt that there are many landlords who don't like the increased renters' rights, but this is not about what they like or don't like. It is about having a city that actually has a bare minimum standard, let alone anything better, but bare minimum standards for how renters are treated, and we're not there yet. I don't think anybody can claim that Seattle has too much of renters' rights, other than landlords.",housing
"As we know, unfortunately, Seattle's Democratic establishment, starting with Mayor Harrell, recently decided to end the city's pandemic eviction moratorium. When my office brought forward the legislation to extend the moratorium till the end of the official declaration of the emergency, only Council Members Herbold, Mosqueda, and myself voted in favor of it. Today, Seattle's ordinance creating a defense against eviction for the six months following the end of the COVID emergency was unfortunately struck down in court because the law is means-tested, requiring renters to self-certify that they support financial hardship during the emergency, and the judge said that the landlord did not have a way to challenge those self-certifications.",housing
"In my mind, and as I have said repeatedly, these renter rights should never have been means-tested at all. I have not had a chance to discuss with the City Attorney's Office yet because this just happened today. Maybe they are planning to appeal.",housing
"However, if that is not the case, then my office has asked City Council Central staff earlier today to prepare legislation to correct any legal challenge preferably by removing the means-testing from this law. Last Friday, the Sustainability and Renters' Rights Committee continued to discuss situations when landlords have violated housing codes and renter rights and the difficulties renters and renter advocates had getting justice. Seattle Department of Construction Inspections, commonly referred to be by its initials SDCI, presented at the committee about how they investigate and enforce renters' rights and what powers they have and do not have to intervene when a renter calls their hotline.",housing
"Then we heard from a panel of renters and renter advocates about their experiences when their rights were violated and their attempts to get justice. My office is regularly contacted by renters who are having their rights violated. Sometimes their landlord has broken the law, and other times they are subjected to conditions that are unacceptable but not illegal, such as outrageously high rent increases.",housing
"However, we have also found that far too often renters cannot get justice even when their landlords have broken the law. By working with renters over the years and discussing the city's enforcement procedures with experts at the Housing Justice Project and at the SDCI, my office is gathering examples where the city's enforcement procedures need to improve. We intend to develop legislation out of these committee meetings to overhaul how renters' rights are enforced in our city.",housing
"I understand now that their tasting room has moved to a brick and mortar location in Ballard. So prior to the interim controls, how did the City regulate home occupations? The City of Seattle has a sort of relatively permissive regulatory regime for home occupations.",housing
"Property manager to. Rent up to people who have represent the characteristics of folks who traditionally lived in the community and have been pushed out. Similarly, the city council has done some work. With the city of Seattle.",housing
To adopt the Seattle ordinance. Sort of Seattle's version of a notice of right. First refusal.,housing
"Due to the prolific use of racial discrimination in the city, Mr. Norman was forced to leave the city in 1968. Mr. Norman was black, and it was common for owners to deny the purchase or rental of property to people who were black, Asian, or Jewish, up to and even after the passage of the Civil Rights and Fair Housing Act of 1968. According to Mr. Norman's son, Lawrence, his father broke through this city in the 1960s, both inside and outside of redlined neighborhoods.",housing
"Council member Strauss aligning the payment plans for renters behind on rent. To the schedule established by state law last year. To be clear, the state law should apply, apply regardless, but aligning the city timeline will.",housing
Your dishwasher is broke. Call up somebody that is going to fix it for $200. The whole calculation is meaningless here.,housing
"Then in 2021, renter organizers won Senate Bill 5160 in Washington State, which included a similar payment plan for unpaid back rent, but in that case, the payment plan was for payments up to a third of a month's rent each month, which could go longer than six months for renters more than two months behind on rent. The bill we are voting on today aligns the city of Seattle's payment plan timeline with the state timeline, which will help avoid confusion. The state timeline is legally the timeline that applies anyway, so for most renters and landlords, this will not make a substantive change.",housing
"The one exception being back rent accrued in the six months following the end of the emergency is only covered by the city law, not the state law, so the change timeline would have an impact on how rent owed for those months would be paid off. Because this is an overwhelmingly just a bill to clarify the existing laws that apply, I believe we can vote it out of committee today, and we'll have a discussion soon. Next on today's agenda are appointments to the city of Seattle Renters Commission.",housing
"There wasn't an anticipation that there would be substantially multiple years of rent being accrued, so this would conform with the one-third that's already been discussed as what the state has put into place. For the second line, you see that the ordinance you see that the tenant can, what in the original legislation that is currently adopted, the tenant can propose an alternative plan. The proposed ordinance would have, use the language, a reasonable schedule.",housing
"So if the mayor and the governor did not rescind their orders at the same time, there would be potentially, for example, if Mayor Harreld took two months longer to rescind the state of emergency, tenants would already have two months longer because of the way that the new bill ties to the city's action, and would have six additional months as well, because the proposed legislation is not only the end of the civil emergency, but also six months afterwards. If the mayor and the governor were in lockstep and rescinded their orders at the same time, under this proposal, rent covered for six months after the termination of those orders would still be captured under the repayment plan if Council Bill 120305 were adopted. With that, I'll turn it over to questions from the Council Members.",housing
"So I'm hoping to work on things that will increase the availability of affordable housing, perhaps income-based housing, which seems like a very fair system. I think my background as an attorney gives me some lens through which to view that. And I think that also one of the emphases that I would like to work on is making sure that the laws that the council passes have enforcement mechanisms in them so that renters who are faced with difficult situations don't then have to take on the further burden of finding an attorney or another person who can speak for them and help them, but instead can point to an article in the law that gives them that agency already.",housing
"And some of them actually originated the recommendation. Some of them originated from the renters commission, like the winter eviction ban was something that the renters commission really advocated for. And also the six month notice for renters, before any rent increase can happen, all of that, the renters commission played an integral role in that.",housing
"One of the things that we've already been discussing and we're going to be more specific once we can hone in on particular pieces of legislation, anti-retaliation measures, akin to those in civil rights laws that will serve as a basis, sword and shield for renters in the future. After we heard from Department of Construction and Inspection and realized how few people they have in this city to respond to complaints of, the spectrum of problems faced by tenants, it becomes clear that there need to be some more self-enforcement and some more protections for renters who do speak up because help may be a while in coming. So I just see a need for, I guess, a bigger stick.",housing
"And yes, I completely agree that there should be very strong anti-retaliatory language. I mean, we have that language for workers' rights and obviously that it's only as strong as it's enforcement. So we need to enforce those rights, but also for tenants, the starting point is having those laws on the books and then we have to make sure that those laws are enforced because yes, intimidation and threats by landlord against tenants speaking up is unfortunately, yeah, not an unheard of occurrence.",housing
"I think one thing that has come up for me as a renter in Seattle is kind of what Kim spoke to is both the enforcement, but also, I hear a lot of talk about we need to make sure that mom and pop landlords are being helped out and certainly they need to be able to make sure they've got a roof over their head. But one of the things that I've noticed is that a lot of our laws seem to give a lot of really strong enforcement for larger entities, corporate entities, and tend to get a lot more relaxed and I would say lenient when it comes to smaller operations. Based on having mostly rented from what you would call mom and pop establishments in the city, I would note that it is those areas where the enforcement is either divergent between larger rental companies or mom and pop outfits.",housing
"Those are areas where the latter will oftentimes take advantage of renters and really, really not live up to the spirit of the law while adhering to the letter of it. And that's something I would really love to hopefully see reviewed and looked at. Anyone else want to add anything?",housing
And so. What do you think about rent control? I think it's great.,housing
"And I think too, obviously we need to keep working on strengthening the renter's rights law in many different ways. I hope you all know the kinds of laws we were able to initiate through the work of renter organizing, through my office, through socialists fighting for union members where I've been part of it. And we won a whole series of victories last year, but we need to win more this year.",housing
"And crisis is acute for renters and working people. But in addition to all of those other things that we're doing, including the six month notice, the economic evictions assistance ordinance, which actually mandates that landlords should pay three months rent when they end up displacing a tenant due to an exorbitant rent increase. But in addition to all of that, we do need the sort of the overarching policy changes that will actually like make a decisive shift in the misery that renters face.",housing
"All of this, I think absolutely needs citywide rent control. And I would appeal to you all, if you all could look at the rent control legislation that my office has drafted, we would love your feedback. But just in a nutshell, what that bill does, if it is passed is if the, it would go into effect as soon as the state lifted, it's a completely unjust more than 40 year old ban on rent control for cities to pass rent control.",housing
"But if the ban were lifted, then the rent control that we are recommending is extremely strong. Basically it says that every rental home, no matter what it is, if you're renting in a group house or a condo, or as Sarah mentioned, student housing, if you're a student near UW and you're renting in student housing, it doesn't matter what type of rental home it is, you should be covered under rent control and it should be, it should have vacancy control, meaning it should not be allowed to go up dramatically again and it should remain under rent control regardless of tenants moving in and out. And it should be citywide and it should cover all buildings regardless of when the buildings were built.",housing
"And as you, I'm sure you all know, because you have some expertise on renters, right? You know that in other cities where they have one rent control, the corporate landlord lobby ended up fighting against it. And they've introduced loopholes of various kinds that makes the rent control function not well.",housing
"And then they use those loopholes to say, look, rent control doesn't work. It doesn't cover all renters. And so it needs to be abolished.",housing
"And I thought Shahr brought up a very, very important point about how there is this whole idea created, like, well, it's mom and pop landlords and then we should be protecting mom and pop landlords, as if that's a goal in itself. The goal is to make life livable for the vast majority of people. And so by that measure, nobody should be allowed to exploit anyone else.",housing
"So whether you're a small business or you're Amazon, you should not be exploiting your employees. Similarly, whether you're a small landlord or a big landlord, you should not be allowed to exploit renters. And so I really appreciate, Shahr, the point you brought up that, well, the law should be enforced no matter which landlords are doing it.",housing
"And I think it's a very important point that a lot of there are good landlords, but we cannot have laws that rely on some people doing good things, whereas the norm for renters being that they're being exploited. I would really recommend, if people haven't read the book by Matthew Desmond, which is called Evicted, Poverty and Profit in the American City, which is a brilliant exposition of how there are so many landlords, including small landlords, who, whether or not they may be good or whatever people in their personal lives, end up playing this role in the rental market, playing an absolutely just devastating and exploitative role towards renters. And that's why the laws have to be written in such a way and enforced in such a way that they protect renters who are being exploited.",housing
"Furthermore, there's also the problem that a lot of slumlords and even big corporations, like Windermere and so on, they divide themselves into small LLCs, where the individual company might be small, but overall, it is actually a massive corporation that is exploiting renters. So I think that all of that needs to be taken into consideration. And my office has repeatedly made those points that we need to keep that into account.",housing
"And the last point I'll make before we call for a vote, unless there are any other questions, is in response to what Council Member Nelson said, I mean, there's this repeated assertion that's being made by the landlord lobby that small landlords are leaving the housing market. And the implication, although it's often not said explicitly, the underlying, whatever, sort of the coded language is that renters' rights are driving small landlords out of the market, and that's why we need to give consideration to landlords. I want to be very clear, and I've said this before, but I'll say it again in this committee.",housing
"Property values are skyrocketing. So the question is, are landlords selling because they do not want to comply with the first-in-time law, or are they selling because property values have gone through the roof and they can cash in on their property like never before? I mean, all of that needs to be examined.",housing
"If a landlord is not willing to respect renters' rights and sells the property as a result, then they probably should not have been a landlord anyway. And the bottom line is, if you're a landlord who is not exploiting renters, your tenants, then the laws don't even affect you. Even rent control actually won't affect you as a landlord if you're not gouging your tenants with high rents.",housing
"So if you're a good landlord, then you should actually be supporting. And we do have good landlords who do support renters' rights. Some of them have spoken up in public comment as well.",housing
"Data is important. And the best data we have right now, unfortunately, is the 2018 UW study, which includes interviews with landlords and tenants. And both sides talk about their struggles.",housing
"And so the reasons that many small landlords are struggling are talked about there, their top reasons. It's not simply because they can make a lot more money selling their properties. It's because they do go into specifics about the things that they're concerned about.",housing
"And I apologize you had to wait. My office first heard your story, as I said, this past Wednesday. But it is something that is happening to renters all over the city.",housing
"Hopefully, we can save your homes. And other renters around the city can be inspired by your example. And like you, we'll get organized into Renters Association.",housing
"I mean, the thing that I was reminded of immediately was we had a press conference last September to unveil our rent control legislation, which I really urge you all to look at as well. We had a speaker who was a doctoral student at the University of Washington. And he spoke as part of the press conference.",housing
"I think that is itself a testament to why we should absolutely be saving your tenancy in this building. And I wanted to assure you from my office, as you know from our track record of winning renters' rights victories, we will absolutely be on your side. We have to really fight to make sure that a nonprofit organization can buy the building.",housing
"So that's kind of the thing that happened that has caused this, caused the situation right now. And just I think that the points that came up here were the points that were also discussed at the excellent meeting organized by the tenants union on Wednesday, which I was able to attend. And I was glad to be able to do that because I it is really oppressive how this group of renters are organizing it to a tenants association already, which is the first step.",housing
"And also, we need rent control as well, but we need both. We need both rent control to make sure that rental homes that are owned by private corporations or by private landlords don't exploit renters. But we also need an expansion of publicly owned housing that are not at the whims of some private owner either.",housing
"And the conditions are absolutely deplorable. So in other words, tenant organizing is going to be crucial no matter who your owner is because you need to be organized for different kinds of rights. Obviously, right now, you're fighting to just maintain your tenancy there.",housing
"So I'm interested in working on the Seattle Renters Commission for a few reasons. I'm a six-year Seattle renter. I went to UW, studied public health and human rights, went on a travel fellowship, and came back, started working as a social worker with the LEAD program, which works with homeless folks in Capitol Hill and downtown.",housing
It also requires that any payment is not more than one third of a renter's rent for that month. This modest bill is essentially a technical correction as it is mirroring the language from the state bill. And my bill before you tomorrow brings our city code in line with our state law to diminish confusion and ensure the city law and state law are the same.,housing
"My name is Gordon Haggerty, and I'm addressing CB120305, the rent repayment plan revisions. I want to thank you, members of the City Council, for this opportunity to address you today, and I look forward to the opportunity hopefully soon when we can meet again face-to-face. I've been a builder and an affordable housing provider in Seattle for over 50 years, and over that time, I've been watching the regulatory burden for housing providers steadily increase, becoming more adversarial and downright hostile at times to small providers like myself, while watching affordability become nothing more than a catchphrase.",housing
"While the aim of CB120305 is to revise the current city plan to align with the state plan, changing the timing from the ending of the state's emergency declaration to six months after the city's declaration creates not only confusion but also additional hardship on local mom-and-pop housing providers like myself. Regardless of your best intentions, Seattle is currently hemorrhaging rental housing units. As you know, Seattle's rental registration rolls have dropped by almost 10,000 units between May 1, 2021, and January 1, 2022.",housing
"That's 10,000 rental units gone from Seattle in just seven months. About 12.7 percent of those are single-family units, most likely converting from rental to owner-occupied. The remainder, duplex and more, when sold likely go to developers who demolish the older affordable housing stock and replace with denser, more expensive, and more profitable units.",housing
Small mom-and-pop housing providers like myself are being forced to get out. Thank you. Our next speaker is Daniel Bannon.,housing
"Hello. My name is Daniel Bannon, speaking on behalf of the Rental Housing Association of Washington. We represent over 5,000 small housing providers across the state, many of which are from Seattle.",housing
"I'm here today to urge you to amend CB120305. We are supportive of bringing city regulations in line with state laws, as this will give housing providers clarity on which rules apply. This ordinance references the requirement for repayment plans, but it ties the city repayment plan to the city emergency, not the state emergency.",housing
"This is unnecessary, confusing, and will leave Seattle housing providers guessing which state or city laws apply to them, making it more difficult to ensure they are fully in compliance with city and state law. RHA urges the council to amend the proposed ordinance to sunset along with the state's state of emergency, proclaimed by Governor's Proclamation 20-05. The state already provides ample protections for tenants facing ongoing financial difficulties resulting from the COVID pandemic, including the state-wide requirement for a payment plan that already applies to Seattle.",housing
"We must prevent further isolation of Seattle's rental housing policy that is forcing small housing providers out of the city at unprecedented rates, as seen in your RRIO data. We would like to see future housing policy have a more robust stakeholder process where all voices are heard. We urge you to amend the proposed ordinance to sunset along with the state's state of emergency, proclaimed by Governor's Proclamation 20-05.",housing
There's a plethora of timely data available in the city pertaining to a vast number of important issues. But it seems the city council is not interested in listening to timely SDCI data from the RIO database that tracks the number of available rental units. This legislation will just escalate the decline of affordable rental housing as the small landlords continue to flee the market.,housing
"I'm a small landlord in Seattle. I also live in Seattle, and I'm calling with regard to Council Bill 120-305. It's very disturbing to me that the city is switching the laws around.",housing
"Following the state law for tenant repayment should be what is followed, not having something that's separate. Extending the time frame is confusing for the repayment program. The state legislature clearly defined the time period where these measures are needed.",housing
"Constantly changing requirements for housing providers is driving out small mom-and-pop landlords like me. We're the best low-cost housing providers in the city, and this is a real problem. The goal should be to encourage mom-and-pop landlords, people who are attentive to their tenants, and keep the rents relatively low by comparison to new and what's often new replacement modern construction.",housing
"So I have to say thank you very much for bringing this forward because I do believe that clarity in repayment plans is necessary. And I will admit that I missed the conversation in the sustainability and renters rights committee, and that's on me. However, this legislation was heard in committee only a couple of days after introduction, and we only had one meeting to discuss and vote.",housing
"But regardless, what's important to me is that landlords had the ability to weigh in on this before we discussed it, and I'm told that that was not the case. But basically, this bill is characterized as a technical fix to bring us into alignment with state statute. And, you know, digging into this since then, I've learned that it's not quite in perfect alignment, and it would likely lengthen the time, the arrears specified in the repayment plans, longer than the state statute provides for.",housing
"So ours has gone on much longer than that, and this would cover arrears that are incurred during the six-month period after the end of the civil emergency or after the end of the eviction moratorium. There is much more detail in here, but the bottom line is that I am concerned about losing rental housing stock, particularly that of small landlords who have less resources to weather the eviction moratorium and unpaid rent that is ongoing. And so we require them to keep their properties in good condition for their renters, and I'm just concerned about prolonging the time that these small landlords will have to get that money to maintain their properties and add additional uncertainty about when that might happen.",housing
"You may recall an article in the Seattle Times a couple months back that featured a worker who was fearing the end of the eviction moratorium. They were urgently working to wrestle up money to pay the rent and to stay housed. They are a good worker, and their story is not unique.",housing
"Because the bills impact both city light and SPU, I'm cosponsoring them with councilmember Nelson. The bill will also amend the rental housing registration inspection ordinance, RRIO, for short. The bill to accomplish this was originally council bill 120284.",housing
"That was heard for the first time in the renter's rights committee on March 18. Since that first discussion, we made a few rounds of technical and implementation changes. Based on those changes, we were advised to update the title of the bill.",housing
"You can also find that bill on the city's Legistar website. Council bill 120325 will be heard this Friday, May 20, at the renter's rights committee. If you have any questions about the bill, you can contact my office.",housing
"Council Member Morales. Yes, thank you. I move to amend the introduction and referral calendar to introduce a bill entitled an ordinance relating to just cause eviction, changing the terms of certain eviction defenses and amending section 22.205.090 and 22.205.100 of the Seattle Municipal Code and referring it to the Sustainability and Renters' Rights Committee.",housing
"So this is a bill, as we said, that would amend the six-month eviction defense ordinance. And the reason that we are, Council Member Sawant is not able to be here today, so I'm doing this on her behalf. And we are trying to walk the bill on to today's IRC calendar rather than wait for next week, mostly because of the need to have the Council bill require 30 days after signature by the mayor to go into effect.",housing
"Councilmember Peterson also has an amendment to that bill to clarify how it will be enforced. Next, the committee will discuss and vote on a bill sponsored by my office in response to a court of appeals decision that objected to one small part of Seattle's six-month eviction defense. That ordinance requires renters to attest that they have suffered financial hardship in order to be eligible to use that defense against eviction, and the court of appeals objected to the mechanics of that attestation, specifically that there is not language giving landlords the ability to rebut the claim that renters face financial hardship.",housing
"I want to be clear that the six-month eviction defense is still in effect because the city has appealed the court of appeals decision. However, out of an abundance of caution and particularly to avoid confusion, my office is sponsoring this bill to respond to the court of appeals concerns. There are two ways to address the court of appeals decision.",housing
"The city council could add a line explaining how landlords can rebut renters' claims on financial hardship, or the council could simply remove the requirement that renters have faced financial hardship, you know, the requirement that renters have to claim that so that there is no claim to rebut. As I have argued repeatedly in the past, I strongly prefer that we have no elements of means testing, however minor, in renters' rights legislation, and so I strongly prefer the second option. It should be a given that if a renter is in an eviction court, they have suffered financial hardship because nobody in their right mind would be in an eviction court out of choice, and that simply doesn't happen.",housing
"Why else would they be there other than if they had financial hardship? So requiring that they declare financial hardship, particularly if their landlords start challenging those claims, drags renters through a humiliating process that in reality has a chilling effect, preventing the very people this eviction defense was intended to help in the first place from using it, and in fact there is a lot of documentary evidence to show how the court process overwhelmingly is imbalanced towards protecting landlords just because they feel, you know, landlords are much more equipped and much more experienced in dealing with legal processes. My office has discussed with the Housing Justice Project who defend renters in eviction court, and in reality this eviction defense is rarely needed right now because both renters and landlords usually prefer a different eviction defense that is connected to rental assistance funds to pay off back rent, but those programs are currently only funded to the end of June.",housing
"Hopefully they will be extended, but in the meantime this bill will clarify the next line of defense for renters. Because legislation requires 30 days after signature by the mayor to go into effect, if this bill is passed I intend to move to suspend the rules to have it appear on Tuesday next week's city council agenda rather than the following week as would typically happen for legislation voted out of a Friday committee. As I said, there are two ways that this bill could have responded to the Court of Appeals concern.",housing
"The bill I have proposed responds by eliminating the need for a need for any means test by the renter. I understand Council Member Mosqueda has prepared an amendment to instead use the other approach, adding a line about how landlords can rebut renters at the stations. Our final agenda item today is a report from the Office of Sustainability and Environment on their work in the recent social justice report.",housing
"This is Candace Chevalier. I would like to urge you to vote no on Council Bill 120330 and 120325. I want to mention, I actually represent a lot of apartment owners in the sale of their buildings and I can see how these regulations really affect their decisions to sell versus continue to own the property.",housing
"First of all, the first one that eliminates the need for a tenant to show need to a financial need to avoid paying rent just doesn't make any sense really. It's much better to have them if the tenant can't pay, they should be able to claim I can't pay and this is why. And if a landlord can rebut that, if a landlord can rebut that successfully, that's good.",housing
That's what a judge is for. The problem with this is that it opens up what it basically means is that tenants no longer need to pay rent to avoid the act of eviction. The other bill also presents a problem with this recording.,housing
"These are the kinds of things that are driving small landlords like me out of Seattle and this is a real problem because we provide the low. Marilyn Yim followed by Tram Tran-Larsen and then Kate Martin. Go ahead, Marilyn.",housing
"Good morning. I'm speaking in opposition to the two Council Bills before you today. In January 2020, OPCD's housing choices report found that two-thirds of renters prefer renting one to four unit properties and three-quarters of respondents want city policy to encourage more of these options.",housing
"Yet since then, the city has lost 11% of its rental housing, 94% of which is those very same properties that the majority of renters prefer. That same report cautioned against the kind of data gathering that Council Bill 120325 proposes. This shows a real disconnect between the city's policies and actual outcomes for both renters and small mom and pop providers.",housing
"City Council actions such as those considered today are driving out the very properties that most city residents want more of and you're not collecting data to figure out why this is happening. Now you want to suspend rental payments indefinitely with no additional rental assistance when there are housing providers owed $50,000 to $100,000 right now. We keep trying to tell you why mom and pops are suffering because of harsh legislation, yet you keep ignoring and alienating us with today being the latest example.",housing
"Hi. I just wanted to call in and express the fact that I am considered a small landlord here and I do have two properties that recently became vacant, and just the idea of extending this moratorium puts me in a position where I will probably be choosing to sell my property as opposed to renting them out again because I cannot afford to not receive rental or rent from my tenants. So I hope that you do consider how this affects small landlords and small property owners.",housing
"My name is Tram Tran-Larsen, and I'm the Community Engagement Manager at the Housing Justice Project. On behalf of HJP, we support council members to launch a proposed ordinance to amend the language in the COVID-related defense to eviction to address the issue raised by the Court of Appeals. This is a relatively minor fix.",housing
Thank you. I'd like to just make a few comments to my opposition to extending the moratorium on evictions. I'm a small landlord running a shared house that I own.,housing
"Go ahead, Gordon. Hello. This is Gordon Haggarty, and I've been a small housing provider for over 50 years now.",housing
"I've had great success with tenant relations and have not had to do evictions. We've been able to work this out, but what you are doing, and I'm speaking in opposition to both of these council bills, and I'll send written comments in more detail, too, but I just have to say I'm strongly opposed and concerned to both of these. It's adding extra burdens on housing providers.",housing
Thank you. My name is Kay Fon. I've been a small landlord for 15 years.,housing
"I wanted to say, City Council, thank you for hearing my comments. I'm speaking out against CD 120330, an ordinance relating to just cause eviction, changing the terms of certain eviction defenses and amending sections 22.205.090, et cetera, of the Seattle Municipal Code. In REJ versus Seattle, the city was found negligent in providing due process to landlords because it didn't allow landlords to test the veracity of attendance, self-certification of hardship.",housing
"The city has appealed the decision and is now challenging the decision by fast-tracking this legislation through a vote. I acknowledge that the eviction process is hard on both tenants and landlords. This is the key, acknowledging both parties.",housing
"Both parties have responsibilities to maintain housing. The landlord must provide a safe, kept unit that is in good working order. The tenant- Angie Gerald, go ahead.",housing
"Council funded a small landlord stakeholder group, which SDCI has not been able to implement yet. Council also funded a new rental housing study, which has not begun to happen yet. You're developing policies in an echo chamber.",housing
"Please include stakeholders before developing or passing any new rental regulations. Thank you. There are two more speakers who are showing as present and haven't spoken yet, so let's see if they are able to speak.",housing
"My name is Daniel Bannon, calling in on behalf of the Rental Housing Association of Washington. We represent over 5,000 small housing providers across the state, many of which are in Seattle. I'm here today to urge you to vote no on both CB120325 and CB120330.",housing
CB120325 puts an unnecessary burden on every housing provider in the city to provide private information to the city. Mandatory participation has already been shown to result in inaccurate and unreliable data. Mandating housing providers provide their private information to a third party as part of RIO with unknown certification and management procedures only adds unnecessary costs to housing providers while the city claims to care about affordable housing.,housing
"We're also joined by Asha Venkatraman from Council Central Staff. Council Bill 120325, an ordinance relating to housing and displacement mitigation, expanding the information required for submission under the rental registration inspection ordinance for rental housing units, requiring submission of rental housing related information and amending chapter 22.214 of the Seattle Municipal Code. Council Member Peterson, welcome.",housing
"Thank you, Chair Sawant. Thank you for having me here as a guest to the Renter's Rights Committee to discuss this bill, which is Council Bill 120325. I was back at your committee in March discussing a substantially similar bill and Central Staff will discuss today the couple of changes that have been made since then, but hopefully this has given folks a lot of time to think about this bill and the need for additional information.",housing
"It would, I believe, efficiently fill the long-standing gap in data for Seattle's rental housing inventory so that we finally get the detailed information we need for well-informed policymaking about affordable housing. Seattle's rental housing registration and inspection ordinance adopted several years ago, as we know, already requires landlords to submit a list of their rental units and this bill would simply have property owners include that list along with rental rates, square footage, vacancy information to a research university to compile and analyze this important data. No personal information would be provided over the past several years.",housing
"So Council Bill 120284, and generally conceptually the intent of both that bill and Council Bill 120325, which is in front of you today, would require landlords to submit rent and rental housing information to a research university and to certify to the Seattle Department of Construction and Inspections that it had done so through a certification through the rental registration and inspection ordinance existing process. It contemplates that an executive department, so either SDCI, the Office of Planning and Community Development, or OPCD, or the Office of Housing, as the most likely candidates would contract with the research university, to have this information analyzed and then get analysis back to the city about displacement risks and the rental market, the rental housing market. So between the time we discussed Council Bill 120284 and today, a couple changes to the bill were incorporated, some of which required a title change, which is why there's a new council bill in front of you.",housing
